Ticker,calendar_qtr_x,public_date,EV/EBITDA,P/E Ratio,P/S Ratio,Net Margin,EBITDA Margin,Return on Assets,Return on Equity,Debt-to-Equity,Interest Coverage,Quick Ratio,Current Ratio,Asset Turnover,Price-to-Book,date,Current Volume,predicted_volume
HPE,2020Q1,2020-01-31,6.986,18.091,0.618,0.036,0.172,0.094,0.054,2.027,7.987,0.666,0.79,0.543,1.035,2020-01-31,12204373.0,9186213.0
AMZN,2020Q1,2020-01-31,26.576,4.45,3.767,0.043,0.13,0.204,0.245,2.628,9.575,0.84,1.097,1.452,17.696,2020-01-31,15541135.0,5885750.0
OKTA,2020Q1,2020-01-31,-85.822,-77.606,27.323,-0.354,-0.282,-0.164,-0.766,3.172,-8.049,1.594,1.594,0.449,36.638,2020-01-31,1380205.0,1010746.0
NVDA,2020Q1,2020-01-31,42.528,1.512,14.444,0.241,0.254,0.183,0.248,0.426,41.321,7.493,8.484,0.692,12.874,2020-01-31,9236778.0,6388420.0
CSCO,2020Q1,2020-01-31,15.003,18.315,3.75,0.212,0.314,0.162,0.284,1.679,17.628,1.618,1.67,0.533,5.664,2020-01-31,20049492.0,15357091.0
TXN,2020Q1,2020-01-31,15.731,22.384,7.624,0.352,0.475,0.397,0.565,1.0,36.969,2.611,3.523,0.843,12.447,2020-01-31,5773961.0,5377511.0
AMD,2020Q1,2020-01-31,57.184,247.368,9.127,0.035,0.085,0.108,0.137,1.782,2.933,1.487,2.007,1.214,25.264,2020-01-31,60268649.0,47053117.0
SNPS,2020Q1,2020-01-31,27.274,42.757,6.593,0.158,0.224,0.12,0.141,0.567,47.098,0.912,0.992,0.536,5.424,2020-01-31,978496.0,966189.0
NOW,2020Q1,2020-01-31,225.451,414.0,19.785,0.011,0.062,0.049,0.031,2.53,0.416,1.109,1.109,0.731,44.625,2020-01-31,2432902.0,2119252.0
FSLY,2020Q1,2020-01-31,-49.082,-45.939,4.861,-0.246,-0.133,-0.106,-0.31,0.442,-10.84,4.378,4.378,0.722,3.417,2020-01-31,1417865.0,1376785.0
GOOGL,2020Q1,2020-01-31,17.175,1.537,2.771,0.21,0.299,0.194,0.179,0.334,138.969,3.877,3.908,0.621,2.184,2020-01-31,2175083.0,3593531.0
ADI,2020Q1,2020-01-31,17.102,30.068,6.745,0.228,0.437,0.125,0.106,0.827,7.885,0.912,1.316,0.286,2.929,2020-01-31,3237284.0,2130804.0
AAPL,2020Q1,2020-01-31,14.664,26.031,5.205,0.212,0.289,0.214,0.541,2.741,17.878,1.501,1.54,0.739,14.006,2020-01-31,49774162.0,43429346.0
MDB,2020Q1,2020-01-31,-63.6,-67.176,20.725,-0.352,-0.299,-0.16,-0.569,2.033,-6.821,2.978,2.978,0.521,36.317,2020-01-31,1060202.0,836762.0
TISI,2020Q1,2020-01-31,14.628,-194.29,0.348,-0.018,0.052,0.061,-0.046,1.271,0.289,1.975,2.284,1.173,0.928,2020-01-31,186189.0,287783.0
CDNS,2020Q1,2020-01-31,27.735,47.441,8.759,0.185,0.275,0.256,0.32,0.849,27.074,1.446,1.517,0.897,13.648,2020-01-31,2441444.0,1398326.0
AVGO,2020Q1,2020-01-31,14.847,47.238,5.388,0.121,0.456,0.175,0.11,1.481,3.196,1.311,1.437,0.384,5.356,2020-01-31,2199324.0,2118883.0
LRCX,2020Q1,2020-01-31,11.431,2.196,4.574,0.224,0.287,0.233,0.403,1.299,17.399,2.841,3.488,0.791,8.793,2020-01-31,2426390.0,1942589.0
CTSH,2020Q1,2020-01-31,11.651,16.634,2.023,0.126,0.196,0.207,0.188,0.446,98.571,2.772,2.772,1.05,3.126,2020-01-31,3334392.0,3637307.0
CRM,2020Q1,2020-01-31,53.749,200.341,10.202,0.046,0.155,0.079,0.046,0.784,4.761,0.982,0.982,0.431,4.859,2020-01-31,4193259.0,4755709.0
ADBE,2020Q1,2020-01-31,39.921,58.523,15.155,0.264,0.344,0.194,0.294,0.972,20.788,0.793,0.793,0.565,15.866,2020-01-31,3676397.0,2682330.0
IBM,2020Q1,2020-01-31,10.721,16.693,1.65,0.1,0.22,0.128,0.415,7.102,7.019,1.363,1.408,0.552,7.089,2020-01-31,18994560.0,8887502.0
ANSS,2020Q1,2020-01-31,27.819,53.476,16.275,0.304,0.395,0.173,0.162,0.24,919.79,2.348,2.348,0.421,7.96,2020-01-31,480355.0,638294.0
MSFT,2020Q1,2020-01-31,17.883,32.058,9.974,0.317,0.443,0.216,0.431,1.751,17.248,2.803,2.841,0.477,12.181,2020-01-31,36101415.0,30077416.0
AKAM,2020Q1,2020-01-31,14.612,33.945,5.335,0.16,0.337,0.179,0.138,0.671,10.256,2.809,2.809,0.507,4.292,2020-01-31,1018389.0,819226.0
CRWD,2020Q1,2020-01-31,-62.987,-83.685,16.052,-0.353,-0.305,-0.182,0.519,1.09,-492.14,2.014,2.014,0.494,9.173,2020-01-31,4053178.0,3690445.0
ENPH,2020Q1,2020-01-31,21.375,87.556,7.66,0.089,0.159,0.22,1.261,4.71,6.325,1.906,2.047,1.217,25.48,2020-01-31,5094425.0,5507127.0
UBER,2020Q1,2020-01-31,-5.789,-7.391,5.063,-0.678,-0.67,-0.31,-0.03,1.54,-13.289,2.312,2.312,0.438,3.845,2020-01-31,21553665.0,23537344.0
PYPL,2020Q1,2020-01-31,34.714,53.469,7.841,0.149,0.206,0.077,0.164,1.98,26.612,1.283,1.283,0.362,8.105,2020-01-31,9436334.0,8220937.0
INTC,2020Q1,2020-01-31,7.819,15.007,3.883,0.275,0.456,0.249,0.257,0.748,21.903,1.055,1.457,0.54,3.601,2020-01-31,25247308.0,16588247.0
ANET,2020Q1,2020-01-31,22.77,1.472,6.953,0.314,0.351,0.272,0.341,0.386,1252.25,4.822,5.346,0.728,6.424,2020-01-31,1001167.0,564388.0
SQ,2020Q1,2020-01-31,310.022,-679.0,5.985,-0.01,0.022,0.023,-0.038,2.494,0.707,1.597,1.615,1.061,20.747,2020-01-31,7514187.0,15190120.0
WDAY,2020Q1,2020-01-31,-200.65,-90.951,9.125,-0.133,-0.064,-0.039,-0.227,1.753,-7.407,1.029,1.029,0.586,13.534,2020-01-31,1091737.0,1607509.0
ON,2020Q1,2020-01-31,8.483,30.461,1.695,0.057,0.234,0.169,0.098,1.497,5.381,1.22,2.04,0.698,2.907,2020-01-31,7982962.0,34632928.0
GDDY,2020Q1,2020-01-31,36.222,101.833,3.952,0.041,0.138,0.064,0.125,6.534,1.913,0.796,0.796,0.464,14.937,2020-01-31,1347627.0,1512012.0
WDC,2020Q1,2020-01-31,17.969,-12.429,1.257,-0.099,0.088,0.05,-0.145,1.644,-0.764,1.331,2.137,0.58,2.047,2020-01-31,13991473.0,5778123.0
PANW,2020Q1,2020-01-31,203.432,-36.231,7.627,-0.034,0.039,0.019,-0.077,3.508,-0.613,1.821,1.821,0.475,15.166,2020-01-31,722599.0,1002198.0
INTU,2020Q1,2020-01-31,31.225,46.808,10.535,0.228,0.303,0.358,0.466,0.735,144.231,1.703,1.703,1.122,19.734,2020-01-31,1260206.0,1038517.0
CDW,2020Q1,2020-01-31,13.486,27.348,1.062,0.04,0.077,0.181,0.624,7.075,6.929,1.128,1.309,2.306,17.827,2020-01-31,1168847.0,1612008.0
KLAC,2020Q1,2020-01-31,13.08,23.148,5.315,0.23,0.35,0.233,0.444,2.374,10.072,1.85,2.552,0.592,7.758,2020-01-31,1497804.0,1178207.0
MTOR,2020Q1,2020-01-31,5.63,6.521,0.369,0.066,0.099,0.157,0.824,6.234,5.885,0.737,1.299,1.584,4.048,2020-01-31,3349474.0,2262582.0
TWLO,2020Q1,2020-01-31,-70.898,-57.3,15.377,-0.262,-0.214,-0.077,-0.124,0.245,-11.984,8.215,8.215,0.262,3.61,2020-01-31,3029147.0,3330195.0
SPLK,2020Q1,2020-01-31,-114.85,-75.005,11.187,-0.142,-0.085,-0.043,-0.215,1.975,-2.55,2.938,2.938,0.474,13.415,2020-01-31,1161611.0,1295782.0
DOCU,2020Q1,2020-01-31,-62.9,-59.477,15.832,-0.253,-0.183,-0.096,-0.349,1.939,-7.399,1.689,1.689,0.521,24.807,2020-01-31,2490402.0,1728236.0
TSLA,2020Q1,2020-01-31,27.576,-9.112,4.824,-0.034,0.091,0.074,-0.168,4.526,0.212,0.595,0.952,0.792,19.502,2020-01-31,15676580.0,47076894.0
ORCL,2020Q1,2020-01-31,13.575,16.651,4.25,0.276,0.43,0.154,0.461,4.29,7.036,2.629,2.439,0.374,10.81,2020-01-31,8884763.0,8892516.0
VMW,2020Q2,2020-04-30,27.803,8.721,1.348,0.593,0.228,0.12,1.686,2.751,12.953,0.648,0.648,0.528,2.074,2020-04-30,707989.0,891405.0
CDNS,2020Q2,2020-04-30,31.748,22.983,9.729,0.423,0.268,0.215,0.583,0.596,27.054,1.656,1.739,0.802,10.803,2020-04-30,3124708.0,2886470.0
ORCL,2020Q2,2020-04-30,13.064,16.71,4.201,0.271,0.432,0.163,0.54,4.822,7.31,2.716,2.311,0.388,11.735,2020-04-30,11808809.0,8702464.0
PANW,2020Q2,2020-04-30,357.671,-18.195,6.278,-0.056,0.022,0.011,-0.124,3.357,-1.354,1.799,1.799,0.465,12.181,2020-04-30,607501.0,1072229.0
AMD,2020Q2,2020-04-30,75.013,174.633,9.116,0.051,0.108,0.137,0.166,1.132,6.202,1.532,1.949,1.272,21.62,2020-04-30,65534370.0,69536408.0
TSLA,2020Q2,2020-04-30,41.636,-158.92,5.897,-0.035,0.089,0.068,-0.149,3.959,0.112,0.802,1.135,0.767,21.901,2020-04-30,28284614.0,32396848.0
INTU,2020Q2,2020-04-30,32.697,43.659,9.872,0.229,0.3,0.346,0.453,0.718,159.333,1.788,1.788,1.093,18.604,2020-04-30,1403693.0,1189773.0
NFLX,2020Q2,2020-04-30,58.481,101.659,9.161,0.093,0.134,0.09,0.291,3.481,4.16,0.901,0.901,0.672,24.353,2020-04-30,7928271.0,8276207.0
HPE,2020Q2,2020-04-30,6.73,11.303,0.454,0.042,0.174,0.096,0.067,1.939,7.987,0.712,0.843,0.554,0.741,2020-04-30,8172935.0,6454182.0
DOCU,2020Q2,2020-04-30,-103.84,-88.771,19.728,-0.214,-0.147,-0.082,-0.735,2.462,-6.615,1.36,1.36,0.556,34.856,2020-04-30,2296135.0,1422807.0
INTC,2020Q2,2020-04-30,8.614,12.735,3.565,0.292,0.462,0.251,0.27,0.758,23.338,1.008,1.4,0.544,3.225,2020-04-30,26263101.0,21169735.0
AMZN,2020Q2,2020-04-30,33.379,107.518,4.399,0.041,0.107,0.154,0.216,2.63,8.861,0.871,1.097,1.446,19.884,2020-04-30,9499314.0,9709092.0
NOW,2020Q2,2020-04-30,222.736,110.547,19.373,0.181,0.071,0.05,0.386,1.83,1.284,1.027,1.027,0.699,31.443,2020-04-30,5389531.0,2449831.0
TWLO,2020Q2,2020-04-30,-58.461,-47.585,12.731,-0.271,-0.215,-0.079,-0.13,0.204,-13.735,8.338,8.338,0.367,3.369,2020-04-30,3209224.0,2693514.0
KLAC,2020Q2,2020-04-30,14.479,22.982,4.82,0.216,0.344,0.22,0.382,2.375,9.364,1.74,2.453,0.576,7.593,2020-04-30,1234633.0,2676115.0
DDOG,2020Q2,2020-04-30,-881.11,-354.0,19.439,-0.046,-0.035,-0.021,-0.078,0.327,-785.84,4.514,4.514,0.596,9.014,2020-04-30,1731009.0,2079623.0
FB,2020Q2,2020-04-30,17.175,31.837,6.963,0.261,0.491,0.301,0.198,0.32,1449.3,4.399,4.399,0.613,4.821,2020-04-30,46123332.0,30329912.0
WDC,2020Q2,2020-04-30,22.84,-11.35,0.887,-0.077,0.075,0.043,-0.117,1.694,-1.08,1.272,2.054,0.591,1.474,2020-04-30,9252349.0,25124370.0
QCOM,2020Q2,2020-04-30,21.081,22.349,4.473,0.214,0.249,0.146,0.945,6.158,5.896,1.574,1.734,0.59,19.61,2020-04-30,17071484.0,9698127.0
NVDA,2020Q2,2020-04-30,45.447,64.664,16.464,0.256,0.297,0.212,0.259,0.419,55.019,7.125,7.674,0.713,14.694,2020-04-30,9371492.0,8520081.0
ON,2020Q2,2020-04-30,11.575,31.461,1.195,0.038,0.215,0.148,0.064,1.545,4.473,0.983,1.661,0.689,1.962,2020-04-30,6085813.0,8109106.0
CTSH,2020Q2,2020-04-30,10.756,17.635,1.87,0.11,0.198,0.207,0.163,0.47,108.154,2.551,2.551,1.045,2.839,2020-04-30,4259125.0,2947653.0
FSLY,2020Q2,2020-04-30,-64.432,-28.867,7.771,-0.257,-0.15,-0.124,-0.355,0.246,-13.488,6.716,6.716,0.829,6.046,2020-04-30,1635208.0,1368589.0
WDAY,2020Q2,2020-04-30,-193.47,-72.594,7.383,-0.133,-0.063,-0.037,-0.216,1.741,-7.764,1.042,1.042,0.588,10.765,2020-04-30,2236842.0,1683213.0
ENPH,2020Q2,2020-04-30,28.419,38.073,9.392,0.258,0.188,0.223,1.178,1.62,10.869,2.346,2.507,1.186,21.541,2020-04-30,18017976.0,6128642.0
LRCX,2020Q2,2020-04-30,13.676,1.891,3.881,0.217,0.283,0.225,0.4,1.526,14.913,2.855,3.46,0.777,8.462,2020-04-30,3870914.0,5704145.0
ANSS,2020Q2,2020-04-30,38.955,49.872,14.784,0.298,0.384,0.144,0.145,0.401,150.717,2.238,2.238,0.374,6.345,2020-04-30,839871.0,577005.0
AVGO,2020Q2,2020-04-30,15.439,4.49,4.791,0.116,0.453,0.147,0.106,2.108,2.877,1.262,1.388,0.314,4.227,2020-04-30,2330170.0,2678915.0
TISI,2020Q2,2020-04-30,14.609,-5.766,0.162,-0.028,0.052,0.062,-0.071,1.256,0.398,1.849,2.11,1.185,0.426,2020-04-30,855241.0,258813.0
IBM,2020Q2,2020-04-30,11.064,11.879,1.445,0.122,0.219,0.123,0.405,6.295,6.275,0.976,1.019,0.56,4.276,2020-04-30,6635783.0,4925535.0
ADI,2020Q2,2020-04-30,19.148,33.827,7.014,0.211,0.429,0.114,0.087,0.835,7.543,0.904,1.303,0.267,2.936,2020-04-30,2437778.0,2775927.0
CRM,2020Q2,2020-04-30,120.327,255.182,8.477,0.007,0.082,0.033,0.005,0.627,3.84,1.075,1.075,0.398,4.278,2020-04-30,6830654.0,4277134.0
PYPL,2020Q2,2020-04-30,35.723,59.42,8.118,0.138,0.208,0.078,0.151,2.038,24.287,1.43,1.43,0.375,8.5,2020-04-30,7560461.0,5604900.0
OKTA,2020Q2,2020-04-30,-103.13,-85.0,29.982,-0.356,-0.278,-0.116,-0.633,3.824,-6.751,2.925,2.925,0.416,43.183,2020-04-30,1584225.0,916944.0
MDB,2020Q2,2020-04-30,-79.657,-51.634,19.36,-0.416,-0.309,-0.127,-1.008,15.034,-7.016,4.593,4.593,0.409,52.345,2020-04-30,939619.0,573868.0
AAPL,2020Q2,2020-04-30,14.403,5.802,4.757,0.215,0.292,0.227,0.552,2.514,19.059,1.451,1.493,0.797,14.223,2020-04-30,45665290.0,59981883.0
MTOR,2020Q2,2020-04-30,6.388,7.27,0.356,0.056,0.101,0.155,0.576,5.839,5.965,0.702,1.219,1.513,4.304,2020-04-30,1450777.0,1297201.0
GOOGL,2020Q2,2020-04-30,19.486,27.394,2.497,0.212,0.297,0.189,0.18,0.37,136.637,3.352,3.374,0.636,1.989,2020-04-30,2785149.0,2437181.0
SNPS,2020Q2,2020-04-30,28.577,50.198,7.026,0.143,0.213,0.114,0.123,0.613,59.291,0.884,0.969,0.52,5.715,2020-04-30,1574777.0,1185528.0
AKAM,2020Q2,2020-04-30,16.838,33.693,5.476,0.165,0.342,0.159,0.139,0.916,10.502,3.219,3.219,0.464,4.298,2020-04-30,3489838.0,1908521.0
ADBE,2020Q2,2020-04-30,35.299,53.582,14.655,0.277,0.366,0.213,0.315,0.984,23.461,0.832,0.832,0.571,16.256,2020-04-30,3882711.0,2559151.0
MSFT,2020Q2,2020-04-30,18.481,31.167,10.123,0.33,0.457,0.226,0.444,1.689,18.747,2.738,2.773,0.483,12.318,2020-04-30,53775911.0,39312957.0
SPLK,2020Q2,2020-04-30,-135.33,-63.225,9.451,-0.143,-0.083,-0.039,-0.191,1.721,-2.737,2.151,2.151,0.475,11.151,2020-04-30,1782142.0,1286562.0
CRWD,2020Q2,2020-04-30,-106.15,-96.657,21.067,-0.295,-0.255,-0.133,0.028,0.892,-330.46,2.376,2.376,0.524,13.667,2020-04-30,2208147.0,2996293.0
NET,2020Q2,2020-04-30,-65.396,-65.444,13.544,-0.369,-0.273,-0.139,-0.109,0.145,-97.074,8.224,8.224,0.508,5.356,2020-04-30,2474630.0,1911049.0
MU,2020Q2,2020-04-30,6.907,23.708,2.714,0.117,0.407,0.166,0.065,0.329,15.789,1.82,2.663,0.403,1.437,2020-04-30,28570846.0,28156891.0
TXN,2020Q2,2020-04-30,18.659,22.151,7.406,0.349,0.468,0.383,0.557,1.023,33.453,3.184,4.127,0.818,11.856,2020-04-30,5769875.0,5825134.0
CDW,2020Q2,2020-04-30,17.116,22.204,0.877,0.041,0.077,0.184,0.689,7.33,7.13,1.066,1.241,2.378,15.468,2020-04-30,1142826.0,821979.0
CSCO,2020Q2,2020-04-30,14.67,16.555,3.469,0.214,0.317,0.167,0.304,1.694,19.163,1.611,1.663,0.546,5.033,2020-04-30,26665518.0,22070064.0
GDDY,2020Q2,2020-04-30,34.565,91.355,3.835,0.046,0.139,0.067,0.154,7.149,2.277,0.787,0.787,0.483,13.129,2020-04-30,2236165.0,1588546.0
SQ,2020Q2,2020-04-30,251.606,80.42,4.963,0.08,0.024,0.029,0.263,1.654,1.687,1.872,1.901,1.204,13.584,2020-04-30,10525869.0,10042418.0
UBER,2020Q2,2020-04-30,-7.284,-6.03,3.696,-0.601,-0.574,-0.291,-0.292,1.168,-15.377,2.469,2.469,0.508,3.436,2020-04-30,20095396.0,19290192.0
NFLX,2020Q3,2020-07-31,47.019,98.964,10.073,0.104,0.16,0.112,0.34,3.494,4.924,0.825,0.825,0.658,25.639,2020-07-31,5907684.0,5864355.0
KLAC,2020Q3,2020-07-31,13.653,31.078,5.542,0.183,0.354,0.216,0.299,2.521,9.876,1.741,2.452,0.617,10.514,2020-07-31,1144137.0,1802701.0
SPLK,2020Q3,2020-07-31,-70.733,-66.822,14.21,-0.206,-0.14,-0.069,-0.291,1.86,-4.168,2.425,2.425,0.468,18.592,2020-07-31,1012984.0,1035115.0
ADI,2020Q3,2020-07-31,19.931,38.54,7.648,0.201,0.422,0.109,0.08,0.832,7.261,0.871,1.254,0.259,3.12,2020-07-31,3288872.0,3062212.0
CDW,2020Q3,2020-07-31,14.068,22.661,0.898,0.041,0.078,0.185,0.718,7.558,7.252,1.097,1.28,2.319,17.412,2020-07-31,766860.0,534247.0
MDB,2020Q3,2020-07-31,-64.777,-66.208,29.143,-0.424,-0.306,-0.16,-0.994,5.857,-5.285,3.732,3.732,0.447,75.107,2020-07-31,556743.0,1332078.0
DDOG,2020Q3,2020-07-31,3609.88,478.0,42.017,-0.002,0.005,0.003,-0.078,0.395,-15.842,3.837,3.837,0.503,22.188,2020-07-31,2424968.0,4608811.0
ON,2020Q3,2020-07-31,10.353,103.0,1.564,0.015,0.212,0.139,0.025,1.676,3.304,1.2,1.933,0.62,2.583,2020-07-31,5833232.0,4199019.0
WDAY,2020Q3,2020-07-31,-262.99,-79.351,8.382,-0.137,-0.042,-0.026,-0.231,1.723,-6.669,1.053,1.053,0.583,12.307,2020-07-31,1332074.0,1284577.0
CSCO,2020Q3,2020-07-31,13.632,18.69,3.946,0.213,0.322,0.173,0.307,1.672,21.484,1.587,1.637,0.544,5.589,2020-07-31,17650763.0,14128853.0
PYPL,2020Q3,2020-07-31,33.477,124.095,12.597,0.103,0.211,0.079,0.116,2.118,22.208,1.365,1.365,0.358,14.408,2020-07-31,10843728.0,7936512.0
NOW,2020Q3,2020-07-31,156.723,128.421,22.658,0.182,0.091,0.068,0.45,2.046,3.536,1.049,1.049,0.689,37.173,2020-07-31,1745876.0,1801941.0
ENPH,2020Q3,2020-07-31,20.647,35.716,10.423,0.312,0.215,0.308,1.636,2.204,15.672,2.593,2.755,1.062,24.053,2020-07-31,2452414.0,3003641.0
SNPS,2020Q3,2020-07-31,29.546,64.682,8.893,0.14,0.219,0.115,0.118,0.646,80.716,0.889,0.97,0.502,7.072,2020-07-31,981419.0,510328.0
FSLY,2020Q3,2020-07-31,-60.717,-166.36,35.26,-0.247,-0.151,-0.113,-0.355,0.277,-19.924,5.492,5.492,0.656,29.997,2020-07-31,9076789.0,12853052.0
TWLO,2020Q3,2020-07-31,-62.249,-102.75,28.205,-0.289,-0.197,-0.051,-0.09,0.2,-14.195,8.773,8.773,0.247,8.374,2020-07-31,3379469.0,3743583.0
GDDY,2020Q3,2020-07-31,29.863,75.57,3.783,0.054,0.151,0.074,0.18,7.737,2.921,0.757,0.757,0.49,20.21,2020-07-31,1390577.0,1779843.0
TISI,2020Q3,2020-07-31,14.968,-5.8,0.107,-0.184,0.05,0.056,-0.466,1.463,0.268,1.903,2.174,1.184,0.528,2020-07-31,354010.0,488424.0
DOCU,2020Q3,2020-07-31,-101.76,-185.32,37.978,-0.199,-0.132,-0.078,-0.366,2.338,-6.482,1.469,1.469,0.574,75.107,2020-07-31,3069522.0,3193919.0
AKAM,2020Q3,2020-07-31,16.128,37.355,6.196,0.167,0.344,0.17,0.142,0.803,9.985,3.276,3.276,0.46,4.941,2020-07-31,1178746.0,1207739.0
TXN,2020Q3,2020-07-31,17.62,24.482,8.275,0.352,0.467,0.372,0.567,1.072,31.367,2.798,3.685,0.799,14.982,2020-07-31,8036617.0,4307012.0
CRM,2020Q3,2020-07-31,59.045,-1082.5,9.632,-0.009,0.138,0.058,-0.007,0.615,1.224,1.067,1.067,0.38,5.079,2020-07-31,3734611.0,6561007.0
QCOM,2020Q3,2020-07-31,21.25,31.246,5.952,0.202,0.248,0.148,0.859,6.37,6.143,1.579,1.741,0.606,39.132,2020-07-31,16720602.0,18834700.0
LRCX,2020Q3,2020-07-31,13.929,2.713,5.701,0.218,0.291,0.228,0.435,1.635,14.619,3.056,3.711,0.782,12.08,2020-07-31,2032588.0,1514103.0
MU,2020Q3,2020-07-31,7.574,25.153,2.746,0.112,0.391,0.163,0.062,0.351,13.246,1.856,2.693,0.405,1.47,2020-07-31,17404714.0,15099536.0
FB,2020Q3,2020-07-31,15.623,34.749,8.314,0.286,0.471,0.285,0.226,0.319,1449.3,4.53,4.53,0.572,5.792,2020-07-31,52805126.0,23070378.0
AMZN,2020Q3,2020-07-31,27.191,7.56,5.35,0.036,0.124,0.185,0.192,2.533,8.793,0.847,1.093,1.416,24.285,2020-07-31,8066040.0,5067050.0
INTU,2020Q3,2020-07-31,39.969,60.428,11.695,0.195,0.26,0.274,0.348,0.699,155.7,1.772,1.772,1.018,16.839,2020-07-31,1005257.0,1245946.0
NET,2020Q3,2020-07-31,-52.59,-99.095,21.695,-0.384,-0.274,-0.133,-0.109,0.194,-133.05,6.341,6.341,0.45,9.722,2020-07-31,5300004.0,6993325.0
AVGO,2020Q3,2020-07-31,15.056,5.666,5.59,0.11,0.454,0.144,0.101,2.161,2.698,1.466,1.597,0.305,5.345,2020-07-31,2466090.0,2075803.0
WDC,2020Q3,2020-07-31,16.305,-21.443,0.809,-0.037,0.099,0.061,-0.061,1.726,-0.016,1.253,2.002,0.618,1.408,2020-07-31,3877534.0,4053756.0
CRWD,2020Q3,2020-07-31,-124.94,-171.52,36.89,-0.24,-0.206,-0.108,0.028,0.82,-244.63,2.48,2.48,0.421,27.633,2020-07-31,2807191.0,4288462.0
OKTA,2020Q3,2020-07-31,-100.37,-123.45,41.182,-0.333,-0.258,-0.114,-0.663,3.695,-5.553,2.462,2.462,0.374,64.171,2020-07-31,1043567.0,1233230.0
ZS,2020Q3,2020-07-31,-224.02,-236.09,44.053,-0.181,-0.093,-0.059,-0.231,1.078,-18.658,1.75,1.75,0.59,51.513,2020-07-31,1662806.0,1761581.0
CTSH,2020Q3,2020-07-31,10.248,21.417,2.192,0.105,0.196,0.208,0.162,0.515,111.76,2.633,2.633,1.04,3.48,2020-07-31,3639686.0,3389524.0
NVDA,2020Q3,2020-07-31,36.581,1.984,22.242,0.282,0.328,0.25,0.305,0.519,54.188,8.138,8.811,0.662,19.951,2020-07-31,9646043.0,10299990.0
PANW,2020Q3,2020-07-31,562.202,-18.073,7.564,-0.07,0.013,0.006,-0.149,3.968,-1.891,1.648,1.648,0.482,33.151,2020-07-31,565621.0,529848.0
HPE,2020Q3,2020-07-31,6.993,-246.75,0.463,-0.001,0.17,0.09,-0.002,2.074,7.987,0.696,0.837,0.523,0.77,2020-07-31,24919644.0,9724086.0
MTOR,2020Q3,2020-07-31,6.858,4.487,0.415,0.102,0.099,0.14,0.974,6.191,5.155,0.799,1.343,1.36,4.196,2020-07-31,965746.0,715644.0
GOOGL,2020Q3,2020-07-31,17.464,1.501,2.682,0.207,0.29,0.185,0.177,0.35,131.949,3.657,3.684,0.623,2.173,2020-07-31,4549654.0,2270248.0
MSFT,2020Q3,2020-07-31,18.8,34.111,11.186,0.334,0.463,0.231,0.445,1.618,20.185,2.728,2.762,0.489,13.528,2020-07-31,51131893.0,78836412.0
ANSS,2020Q3,2020-07-31,37.623,65.252,17.72,0.273,0.35,0.138,0.136,0.318,65.282,2.345,2.345,0.365,7.925,2020-07-31,274106.0,369420.0
ADBE,2020Q3,2020-07-31,36.216,58.617,17.694,0.307,0.377,0.222,0.356,0.986,27.559,0.961,0.961,0.576,19.396,2020-07-31,2026387.0,2067613.0
AAPL,2020Q3,2020-07-31,15.3,8.321,6.782,0.214,0.288,0.23,0.589,2.724,20.383,1.498,1.536,0.811,23.173,2020-07-31,93682818.0,76862703.0
CDNS,2020Q3,2020-07-31,30.141,30.862,12.811,0.417,0.273,0.232,0.622,0.729,28.944,1.498,1.578,0.767,14.114,2020-07-31,1756356.0,1806721.0
UBER,2020Q3,2020-07-31,-8.032,-4.936,3.922,-0.774,-0.606,-0.273,-0.292,1.162,-18.724,2.348,2.348,0.431,4.354,2020-07-31,16360999.0,17084299.0
ORCL,2020Q3,2020-07-31,13.948,18.003,4.355,0.259,0.438,0.153,0.593,8.508,7.087,3.019,3.031,0.349,14.045,2020-07-31,9352834.0,9165025.0
IBM,2020Q3,2020-07-31,12.242,12.172,1.431,0.118,0.202,0.105,0.462,6.971,5.037,1.195,1.239,0.502,5.475,2020-07-31,5277652.0,3526574.0
TSLA,2020Q3,2020-07-31,25.946,-107.17,10.247,-0.006,0.118,0.096,-0.025,3.732,1.185,0.781,1.135,0.764,29.068,2020-07-31,12218466.0,8783398.0
SQ,2020Q3,2020-07-31,620.557,212.869,9.179,0.06,0.009,0.01,0.233,2.225,-1.198,1.777,1.8,1.069,26.07,2020-07-31,8606777.0,11472572.0
INTC,2020Q3,2020-07-31,7.159,9.25,2.68,0.3,0.485,0.277,0.296,0.807,27.788,1.062,1.45,0.552,2.59,2020-07-31,46526735.0,31735323.0
VMW,2020Q3,2020-07-31,23.729,9.279,1.413,0.578,0.265,0.141,1.38,2.816,12.354,0.751,0.751,0.457,2.111,2020-07-31,878453.0,1163494.0
AMD,2020Q3,2020-07-31,43.097,180.07,12.548,0.067,0.141,0.192,0.224,1.238,9.713,1.568,2.079,1.303,29.933,2020-07-31,71599121.0,42582504.0
ZS,2020Q4,2020-10-31,-249.9,-152.53,42.23,-0.267,-0.168,-0.06,-0.29,2.782,-18.658,3.732,3.732,0.354,37.565,2020-10-30,1734801.0,1342299.0
INTU,2020Q4,2020-10-31,34.453,45.474,10.808,0.239,0.318,0.283,0.411,1.141,158.214,2.261,2.261,0.889,16.184,2020-10-30,1667281.0,1103832.0
